"Indeks","IndeksSkanu","IndeksZlecenia","IndeksDodatka","Duplicated"
1094060,1133071,343163,,0
1094061,1133071,343164,,0
1094062,1133071,343165,,0
1094063,1133071,343166,,0
1094064,1133071,343167,,0
1094065,1133071,343168,,0
1094066,1133071,343169,,0
1094067,1133071,343170,,0
1094068,1133071,343171,,0
1094069,1133071,343172,,0
1094070,1133071,343173,,0
1094071,1133071,343174,,0
1094072,1133071,343175,,0
1094073,1133071,343176,,0
1094074,1133071,343177,,0
1094075,1133071,343178,,0
1094076,1133071,343179,,0
1094077,1133071,343180,,0
1094078,1133072,345865,,0
1094079,1133073,345296,,0
1094080,1133073,345297,,0
1094081,1133073,345298,,0
1094082,1133073,345299,,0
1094083,1133073,345300,,0
1094084,1133073,345301,,0
1094085,1133073,345302,,0
1094086,1133073,345303,,0
1094087,1133073,345304,,0
1094088,1133074,345179,,0
1094089,1133074,345180,,0
1094090,1133075,345179,,0
1094091,1133075,345180,,0
1094092,1133076,345865,,1
1094093,1133077,345103,,0
1094094,1133077,345104,,0
1094095,1133077,345105,,0
1094096,1133078,345103,,0
1094097,1133078,345104,,0
1094098,1133078,345105,,0
1094099,1133079,345865,,1
1094100,1133080,345840,,0
1094101,1133080,345841,,0
1094102,1133080,345842,,0
1094103,1133080,345843,,0
1094104,1133080,345844,,0
1094105,1133081,345864,,1
1094106,1133082,345424,,0
1094107,1133083,345863,,0
1094108,1133084,344730,,0
1094109,1133084,344731,,0
1094110,1133084,344732,,0
1094111,1133084,344733,,0
1094112,1133085,345863,,1
1094113,1133086,344793,,1
1094114,1133086,344794,,1
1094115,1133086,344795,,1
1094116,1133086,344796,,1
1094117,1133086,344797,,1
1094118,1133086,344798,,1
1094119,1133087,345848,,0
1094120,1133088,344793,,0
1094121,1133088,344794,,0
1094122,1133088,344795,,0
1094123,1133088,344796,,0
1094124,1133088,344797,,0
1094125,1133088,344798,,0
1094126,1133089,344734,,1
1094127,1133089,344736,,1
1094128,1133090,344735,,1
1094129,1133090,344737,,1
1094130,1133091,345864,,1
1094131,1133092,344734,,0
1094132,1133092,344735,,0
1094133,1133092,344736,,0
1094134,1133092,344737,,0
1094135,1133093,345129,,1
1094136,1133093,345130,,1
1094137,1133094,345129,,0
1094138,1133094,345130,,0
1094139,1133095,344857,,0
1094140,1133095,344858,,0
1094141,1133095,344859,,0
1094142,1133095,344860,,0
1094143,1133095,344861,,0
1094144,1133095,344862,,0
1094145,1133095,344863,,0
1094146,1133095,344864,,0
1094147,1133095,344865,,0
1094148,1133095,344866,,0
1094149,1133096,345125,,0
1094150,1133096,345126,,0
1094151,1133096,345127,,0
1094152,1133096,345128,,0
1094153,1133098,344740,,1
1094154,1133098,344744,,1
1094155,1133099,344741,,1
1094156,1133099,344742,,1
1094157,1133099,344743,,1
1094158,1133099,344745,,1
1094159,1133100,344740,,0
1094160,1133100,344741,,0
1094161,1133100,344742,,0
1094162,1133100,344743,,0
1094163,1133100,344744,,0
1094164,1133100,344745,,0
1094165,1133101,344630,,0
1094166,1133101,344631,,0
1094167,1133102,345085,,0
1094168,1133103,344787,,0
1094169,1133103,344788,,0
1094170,1133104,345863,,1
1094171,1133105,345868,,0
1094172,1133106,345868,,1
1094173,1133107,345355,,0
1094174,1133108,345862,,0
1094175,1133109,345861,,1
1094176,1133110,345869,,0
1094177,1133111,345861,,1
1094178,1133112,345425,,0
1094179,1133113,345422,,0
1094180,1133114,345383,,0
1094181,1133115,345364,,0
1094182,1133119,345857,,1
1094183,1133120,345419,,0
1094184,1133121,345858,,1
1094185,1133122,345862,,1
1094186,1133123,345862,,1
1094187,1133124,345868,,1
1094188,1133125,345868,,1
1094189,1133126,345862,,1
1094190,1133127,345863,,1
1094191,1133128,345708,,0
1094192,1133129,345865,,1
1094193,1133130,345353,,0
1094194,1133131,345869,,1
1094195,1133132,345425,,0
1094196,1133133,345731,,0
1094197,1133134,344932,,0
1094198,1133134,344933,,0
1094199,1133135,345869,,1
1094200,1133136,345869,,1
1094201,1133137,344932,,0
1094202,1133137,344933,,0
1094203,1133138,344910,,0
1094204,1133138,344912,,0
1094205,1133139,345857,,1
1094206,1133140,344936,,0
1094207,1133141,345625,,0
1094208,1133143,345858,,1
1094209,1133144,345857,,1
1094210,1133145,345858,,1
1094211,1133146,345732,,0
1094212,1133147,345625,,1
1094213,1133148,345744,,0
1094214,1133149,345857,,1
1094215,1133150,345696,,0
1094216,1133150,345697,,0
1094217,1133153,345625,,1
1094218,1133154,345625,,1
1094219,1133156,345616,,0
1094220,1133157,344884,,0
1094221,1133157,344885,,0
1094222,1133157,344886,,0
1094223,1133158,345858,,1
1094224,1133159,345745,,0
1094225,1133160,345617,,0
1094226,1133161,345642,,0
1094227,1133163,345382,,0
1094228,1133164,345642,,1
1094229,1133167,344273,,0
1094230,1133168,344273,,1
1094231,1133168,344274,,1
1094232,1133168,344275,,1
1094233,1133168,344276,,1
1094234,1133170,345618,,0
1094235,1133171,345642,,1
1094236,1133172,344814,,0
1094237,1133174,345886,,0
1094238,1133175,345642,,1
1094239,1133177,345886,,1
1094240,1133178,344911,,0
1094241,1133178,344913,,0
1094242,1133179,344008,,0
1094243,1133180,345211,,0
1094244,1133180,345213,,0
1094245,1133180,345217,,0
1094246,1133181,345886,,1
1094247,1133182,345221,,0
1094248,1133182,345222,,0
1094249,1133183,344006,,0
1094250,1133184,344006,,1
1094251,1133184,344007,,1
1094252,1133184,344008,,1
1094253,1133185,345886,,1
1094254,1133186,345623,,0
1094255,1133188,345746,,0
1094256,1133189,343965,,0
1094257,1133190,343954,,1
1094258,1133190,343955,,1
1094259,1133190,343956,,1
1094260,1133190,343957,,1
1094261,1133190,343958,,1
1094262,1133190,343959,,1
1094263,1133190,343960,,1
1094264,1133190,343961,,1
1094265,1133190,343962,,1
1094266,1133190,343963,,1
1094267,1133190,343964,,1
1094268,1133190,343965,,1
1094269,1133191,345382,,0
1094270,1133192,345643,,0
1094271,1133194,344961,,0
1094272,1133195,344960,,1
1094273,1133195,344961,,1
1094274,1133195,344962,,1
1094275,1133195,344963,,1
1094276,1133196,345877,,0
1094277,1133197,345643,,1
1094278,1133199,345878,,0
1094279,1133201,345752,,0
1094280,1133202,345877,,1
1094281,1133203,345641,,0
1094282,1133204,345878,,1
1094283,1133205,345294,,0
1094284,1133206,344947,,0
1094285,1133207,345345,,0
1094286,1133207,345347,,0
1094287,1133208,345455,,0
1094288,1133211,345450,,0
1094289,1133212,345448,,0
1094290,1133213,345449,,0
1094291,1133214,345541,,0
1094292,1133215,345543,,0
1094293,1133216,345874,,0
1094294,1133217,345064,,0
1094295,1133218,345547,,0
1094296,1133220,345544,,0
1094297,1133221,345057,,1
1094298,1133221,345058,,1
1094299,1133221,345059,,1
1094300,1133221,345060,,1
1094301,1133221,345061,,1
1094302,1133221,345062,,1
1094303,1133221,345063,,1
1094304,1133221,345064,,1
1094305,1133223,345641,,1
1094306,1133224,345452,,0
1094307,1133225,345546,,0
1094308,1133227,345881,,0
1094309,1133228,345624,,0
1094310,1133229,345623,,0
1094311,1133230,345741,,0
1094312,1133231,345881,,1
1094313,1133232,345373,,0
1094314,1133233,345882,,0
1094315,1133235,345626,,0
1094316,1133236,344936,,0
1094317,1133237,344937,,0
1094318,1133237,344938,,0
1094319,1133238,345643,,1
1094320,1133240,345643,,1
1094321,1133241,345627,,0
1094322,1133243,345883,,0
1094323,1133245,345624,,0
1094324,1133247,345883,,1
1094325,1133248,345883,,1
1094326,1133249,345631,,0
1094327,1133250,345885,,0
1094328,1133251,345885,,1
1094329,1133252,345713,,0
1094330,1133253,345883,,1
1094331,1133254,345641,,1
1094332,1133255,345641,,1
1094333,1133257,345723,,0
1094334,1133258,345885,,1
1094335,1133259,345644,,0
1094336,1133260,345885,,1
1094337,1133261,345651,,0
1094338,1133262,345627,,0
1094339,1133265,345875,,0
1094340,1133266,345626,,0
1094341,1133267,345875,,1
1094342,1133268,345875,,1
1094343,1133269,344934,,0
1094344,1133269,344935,,0
1094345,1133270,345149,,0
1094346,1133271,345318,,0
1094347,1133271,345319,,0
1094348,1133272,345876,,0
1094349,1133273,345704,,0
1094350,1133274,345651,,1
1094351,1133276,345645,,0
1094352,1133277,345875,,1
1094353,1133278,345651,,1
1094354,1133279,345876,,1
1094355,1133282,345651,,1
1094356,1133284,345876,,1
1094357,1133285,345714,,0
1094358,1133286,345649,,0
1094359,1133288,345876,,1
1094360,1133289,345649,,1
1094361,1133291,345873,,0
1094362,1133292,345786,,0
1094363,1133293,345785,,0
1094364,1133294,345710,,0
1094365,1133295,345873,,1
1094366,1133296,345711,,0
1094367,1133297,345712,,0
1094368,1133298,345292,,0
1094369,1133299,345648,,0
1094370,1133300,345873,,1
1094371,1133301,345699,,0
1094372,1133302,345734,,0
1094373,1133303,345733,,0
1094374,1133306,345709,,0
1094375,1133307,345873,,1
1094376,1133308,345648,,1
1094377,1133309,345720,,0
1094378,1133310,344815,,0
1094379,1133311,345879,,0
1094380,1133312,345879,,1
1094381,1133313,345375,,0
1094382,1133314,345648,,1
1094383,1133315,345880,,0
1094384,1133316,345880,,1
1094385,1133317,345880,,1
1094386,1133318,345648,,1
1094387,1133319,345880,,1
1094388,1133320,345649,,1
1094389,1133322,345738,,0
1094390,1133323,345645,,0
1094391,1133324,345879,,1
1094392,1133326,345879,,1
1094393,1133328,345649,,1
1094394,1133330,345281,,0
1094395,1133330,345283,,0
1094396,1133331,345282,,0
1094397,1133331,345284,,0
1094398,1133333,345281,,0
1094399,1133333,345283,,0
1094400,1133335,345282,,0
1094401,1133335,345284,,0
1094402,1133337,345888,,0
1094403,1133339,345890,,0
1094404,1133340,345889,,0
1094405,1133341,345889,,1
1094406,1133342,345889,,1
1094407,1133343,345257,,0
1094408,1133343,345258,,0
1094409,1133343,345259,,0
1094410,1133345,345889,,1
1094411,1133346,345644,,0
1094412,1133347,345890,,1
1094413,1133348,345890,,1
1094414,1133349,345890,,1
1094415,1133351,345890,,1
1094416,1133352,345891,,0
1094417,1133354,345270,,0
1094418,1133356,345891,,1
1094419,1133357,345892,,0
1094420,1133358,345858,,0
1094421,1133359,345892,,1
1094422,1133360,345434,,0
1094423,1133361,345434,,1
1094424,1133362,345892,,1
1094425,1133363,345434,,1
1094426,1133364,345434,,1
1094427,1133365,345892,,1
1094428,1133366,345857,,0
1094429,1133367,345893,,0
1094430,1133368,345891,,1
1094431,1133369,345631,,0
1094432,1133370,345893,,1
1094433,1133371,345579,,0
1094434,1133372,345893,,1
1094435,1133373,345893,,1
1094436,1133374,345891,,1
1094437,1133376,345893,,1
1094438,1133377,345891,,1
1094439,1133379,345896,,0
1094440,1133380,345357,,0
1094441,1133381,345870,,0
1094442,1133382,345895,,0
1094443,1133384,344893,,0
1094444,1133385,345895,,1
1094445,1133386,345325,,0
1094446,1133387,345847,,0
1094447,1133388,345895,,1
1094448,1133389,345867,,0
1094449,1133390,345895,,1
1094450,1133393,344903,,0
1094451,1133394,345867,,1
1094452,1133396,345305,,0
1094453,1133396,345306,,0
1094454,1133396,345307,,0
1094455,1133396,345308,,0
1094456,1133396,345309,,0
1094457,1133396,345310,,0
1094458,1133396,345311,,0
1094459,1133396,345312,,0
1094460,1133396,345313,,0
1094461,1133397,345896,,1
1094462,1133398,345206,,0
1094463,1133398,345207,,0
1094464,1133398,345208,,0
1094465,1133399,345327,,0
1094466,1133399,345328,,0
1094467,1133399,345329,,0
1094468,1133399,345330,,0
1094469,1133399,345331,,0
1094470,1133399,345332,,0
1094471,1133399,345333,,0
1094472,1133399,345334,,0
1094473,1133399,345335,,0
1094474,1133399,345336,,0
1094475,1133400,345896,,1
1094476,1133401,345866,,0
1094477,1133404,345276,,0
1094478,1133405,345896,,1
1094479,1133406,344705,,1
1094480,1133406,344706,,1
1094481,1133406,344707,,1
1094482,1133407,344705,,0
1094483,1133407,344706,,0
1094484,1133407,344707,,0
1094485,1133408,345866,,1
1094486,1133409,345870,,1
1094487,1133410,344996,,1
1094488,1133410,345010,,1
1094489,1133412,344996,,0
1094490,1133412,344997,,0
1094491,1133412,344998,,0
1094492,1133412,344999,,0
1094493,1133412,345000,,0
1094494,1133412,345001,,0
1094495,1133412,345002,,0
1094496,1133412,345003,,0
1094497,1133412,345004,,0
1094498,1133412,345005,,0
1094499,1133412,345006,,0
1094500,1133412,345007,,0
1094501,1133412,345008,,0
1094502,1133412,345009,,0
1094503,1133412,345010,,0
1094504,1133412,345011,,0
1094505,1133412,345012,,0
1094506,1133412,345013,,0
1094507,1133412,345014,,0
1094508,1133412,345015,,0
1094509,1133412,345016,,0
1094510,1133412,345017,,0
1094511,1133412,345018,,0
1094512,1133412,345019,,0
1094513,1133413,345314,,0
1094514,1133413,345315,,0
1094515,1133413,345316,,0
1094516,1133413,345317,,0
1094517,1133414,344920,,0
1094518,1133414,344921,,0
1094519,1133415,345265,,0
1094520,1133415,345266,,0
1094521,1133416,345260,,1
1094522,1133416,345261,,1
1094523,1133416,345262,,1
1094524,1133417,345260,,0
1094525,1133417,345261,,0
1094526,1133417,345262,,0
1094527,1133418,344867,,0
1094528,1133418,344868,,0
1094529,1133419,345613,,0
1094530,1133419,345614,,0
1094531,1133419,345615,,0
1094532,1133420,345613,,0
1094533,1133420,345614,,0
1094534,1133420,345615,,0
1094535,1133421,345859,,0
1094536,1133422,344719,,0
1094537,1133422,344720,,0
1094538,1133422,344721,,0
1094539,1133422,344722,,0
1094540,1133422,344723,,0
1094541,1133422,344724,,0
1094542,1133422,344725,,0
1094543,1133424,344869,,0
1094544,1133424,344870,,0
1094545,1133424,344871,,0
1094546,1133424,344872,,0
1094547,1133424,344873,,0
1094548,1133426,344924,,0
1094549,1133426,344925,,0
1094550,1133426,344926,,0
1094551,1133426,344927,,0
1094552,1133426,344928,,0
1094553,1133426,344929,,0
1094554,1133427,345860,,0
1094555,1133428,345150,,0
1094556,1133428,345151,,0
1094557,1133428,345152,,0
1094558,1133428,345153,,0
1094559,1133428,345154,,0
1094560,1133428,345155,,0
1094561,1133428,345156,,0
1094562,1133428,345157,,0
1094563,1133428,345158,,0
1094564,1133430,344922,,0
1094565,1133430,344923,,0
1094566,1133431,345859,,1
1094567,1133433,345860,,1
1094568,1133435,345859,,1
1094569,1133436,345942,,0
1094570,1133438,345940,,0
1094571,1133439,345860,,1
1094572,1133441,344907,,0
1094573,1133442,345272,,0
1094574,1133443,345943,,0
1094575,1133444,345944,,0
1094576,1133445,345945,,0
1094577,1133446,345910,,0
1094578,1133447,345787,,0
1094579,1133447,345788,,0
1094580,1133448,345867,,1
1094581,1133449,345942,,1
1094582,1133451,345867,,1
1094583,1133452,345944,,1
1094584,1133456,345911,,0
1094585,1133457,345870,,1
1094586,1133458,345940,,1
1094587,1133460,344891,,0
1094588,1133461,345870,,1
1094589,1133462,345944,,1
1094590,1133464,345866,,1
1094591,1133465,345912,,0
1094592,1133466,345133,,0
1094593,1133466,345142,,0
1094594,1133468,345938,,0
1094595,1133469,345942,,1
1094596,1133470,345866,,1
1094597,1133472,345910,,1
1094598,1133473,344904,,0
1094599,1133474,345938,,1
1094600,1133475,345942,,1
1094601,1133476,345871,,0
1094602,1133478,345911,,1
1094603,1133479,345871,,1
1094604,1133481,345939,,0
1094605,1133482,345271,,0
1094606,1133483,345943,,1
1094607,1133484,345913,,0
1094608,1133485,345944,,1
1094609,1133486,345945,,1
1094610,1133487,345912,,1
1094611,1133488,345941,,0
1094612,1133489,345884,,0
1094613,1133490,345945,,1
1094614,1133491,345132,,0
1094615,1133491,345141,,0
1094616,1133493,345913,,1
1094617,1133494,345871,,1
1094618,1133495,345943,,1
1094619,1133496,345943,,1
1094620,1133497,345938,,1
1094621,1133498,345650,,0
1094622,1133499,345650,,1
1094623,1133501,345886,,0
1094624,1133502,345650,,1
1094625,1133504,345650,,1
1094626,1133506,345884,,1
1094627,1133507,345323,,0
1094628,1133507,345326,,0
1094629,1133508,345321,,0
1094630,1133508,345322,,0
1094631,1133508,345325,,0
1094632,1133509,345320,,0
1094633,1133509,345324,,0
1094634,1133510,345275,,0
1094635,1133512,345131,,0
1094636,1133512,345140,,0
1094637,1133513,345886,,1
1094638,1133515,345886,,1
1094639,1133517,344905,,0
1094640,1133519,344012,,0
1094641,1133519,344013,,0
1094642,1133519,344015,,0
1094643,1133520,345245,,0
1094644,1133521,344770,,0
1094645,1133522,344884,,0
1094646,1133522,344885,,0
1094647,1133522,344886,,0
1094648,1133523,345294,,0
1094649,1133524,345279,,0
1094650,1133525,345788,,0
1094651,1133526,344818,,0
1094652,1133526,344821,,0
1094653,1133526,344833,,0
1094654,1133527,344819,,0
1094655,1133527,344822,,0
1094656,1133527,344834,,0
1094657,1133528,344805,,0
1094658,1133528,344809,,0
1094659,1133529,345776,,0
1094660,1133530,344804,,0
1094661,1133530,344808,,0
1094662,1133531,344817,,0
1094663,1133531,344832,,0
1094664,1133532,344816,,0
1094665,1133532,344831,,0
1094666,1133533,344826,,0
1094667,1133533,344838,,0
1094668,1133534,344820,,0
1094669,1133534,344823,,0
1094670,1133534,344835,,0
1094671,1133535,344806,,0
1094672,1133535,344807,,0
1094673,1133535,344810,,0
1094674,1133536,344827,,0
1094675,1133538,345728,,0
1094676,1133539,344832,,0
1094677,1133540,345320,,0
1094678,1133540,345324,,0
1094679,1133541,345321,,0
1094680,1133541,345322,,0
1094681,1133541,345325,,0
1094682,1133542,345323,,0
1094683,1133542,345326,,0
1094684,1133543,345724,,0
1094685,1133544,344726,,0
1094686,1133544,344728,,0
1094687,1133545,344727,,0
1094688,1133545,344729,,0
1094689,1133546,345778,,0
1094690,1133548,345801,,0
1094691,1133548,345802,,0
1094692,1133548,345803,,0
1094693,1133548,345804,,0
1094694,1133548,345805,,0
1094695,1133548,345806,,0
1094696,1133548,345807,,0
1094697,1133548,345808,,0
1094698,1133548,345809,,0
1094699,1133548,345810,,0
1094700,1133548,345811,,0
1094701,1133548,345812,,0
1094702,1133548,345813,,0
1094703,1133548,345814,,0
1094704,1133549,345319,,0
1094705,1133550,345686,,0
1094706,1133550,345687,,0
1094707,1133550,345688,,0
1094708,1133550,345689,,0
1094709,1133550,345690,,0
1094710,1133550,345691,,0
1094711,1133550,345692,,0
1094712,1133550,345693,,0
1094713,1133551,345436,,0
1094714,1133551,345437,,0
1094715,1133551,345438,,0
1094716,1133551,345439,,0
1094717,1133552,345777,,0
1094718,1133553,345739,,0
1094719,1133553,345740,,0
1094720,1133553,345741,,0
1094721,1133554,345819,,0
1094722,1133554,345820,,0
1094723,1133554,345821,,0
1094724,1133554,345822,,0
1094725,1133554,345823,,0
1094726,1133554,345824,,0
1094727,1133554,345825,,0
1094728,1133554,345826,,0
1094729,1133554,345827,,0
1094730,1133554,345828,,0
1094731,1133554,345829,,0
1094732,1133554,345830,,0
1094733,1133555,345782,,0
1094734,1133556,345742,,0
1094735,1133556,345743,,0
1094736,1133556,345744,,0
1094737,1133556,345745,,0
1094738,1133557,344833,,0
1094739,1133561,345783,,0
1094740,1133562,345747,,0
1094741,1133562,345748,,0
1094742,1133562,345749,,0
1094743,1133563,345750,,0
1094744,1133563,345751,,0
1094745,1133563,345752,,0
1094746,1133564,345784,,0
1094747,1133565,345721,,0
1094748,1133565,345722,,0
1094749,1133565,345723,,0
1094750,1133566,344009,,0
1094751,1133566,344010,,0
1094752,1133566,344011,,0
1094753,1133566,344012,,0
1094754,1133566,344013,,0
1094755,1133566,344014,,0
1094756,1133566,344015,,0
1094757,1133568,345394,,0
1094758,1133569,344769,,0
1094759,1133569,344770,,0
1094760,1133570,345581,,1
1094761,1133572,345400,,0
1094762,1133573,345945,,1
1094763,1133574,345910,,1
1094764,1133575,344906,,0
1094765,1133576,345369,,0
1094766,1133578,345938,,1
1094767,1133581,345939,,1
1094768,1133582,345390,,0
1094769,1133583,344789,,0
1094770,1133583,344791,,0
1094771,1133584,344790,,0
1094772,1133584,344792,,0
1094773,1133585,345898,,0
1094774,1133586,345939,,1
1094775,1133587,345402,,0
1094776,1133588,345941,,1
1094777,1133589,345910,,1
1094778,1133590,344769,,0
1094779,1133590,344770,,0
1094780,1133591,345170,,0
1094781,1133591,345177,,0
1094782,1133592,345940,,1
1094783,1133593,345391,,0
1094784,1133594,345940,,1
1094785,1133595,345941,,1
1094786,1133597,345404,,0
1094787,1133598,345391,,0
1094788,1133599,345392,,0
1094789,1133600,345884,,1
1094790,1133601,345941,,1
1094791,1133603,345939,,1
1094792,1133605,345899,,0
1094793,1133606,345911,,1
1094794,1133607,345448,,0
1094795,1133607,345449,,0
1094796,1133607,345450,,0
1094797,1133607,345451,,0
1094798,1133607,345452,,0
1094799,1133607,345453,,0
1094800,1133607,345454,,0
1094801,1133607,345455,,0
1094802,1133607,345456,,0
1094803,1133607,345457,,0
1094804,1133610,345458,,0
1094805,1133610,345459,,0
1094806,1133610,345460,,0
1094807,1133610,345461,,0
1094808,1133610,345462,,0
1094809,1133610,345463,,0
1094810,1133610,345464,,0
1094811,1133610,345465,,0
1094812,1133610,345466,,0
1094813,1133610,345467,,0
1094814,1133610,345468,,0
1094815,1133610,345469,,0
1094816,1133610,345470,,0
1094817,1133610,345471,,0
1094818,1133610,345472,,0
1094819,1133610,345473,,0
1094820,1133610,345474,,0
1094821,1133610,345475,,0
1094822,1133610,345476,,0
1094823,1133610,345477,,0
1094824,1133610,345508,,0
1094825,1133610,345509,,0
1094826,1133610,345510,,0
1094827,1133610,345511,,0
1094828,1133610,345512,,0
1094829,1133610,345513,,0
1094830,1133610,345514,,0
1094831,1133610,345515,,0
1094832,1133610,345516,,0
1094833,1133610,345517,,0
1094834,1133611,345911,,1
1094835,1133613,345396,,0
1094836,1133614,345393,,0
1094837,1133618,345912,,1
1094838,1133619,345912,,1
1094839,1133621,345913,,1
1094840,1133623,345913,,1
1094841,1133624,345900,,0
1094842,1133625,345901,,0
1094843,1133626,344904,,0
1094844,1133627,345397,,0
1094845,1133628,344907,,0
1094846,1133629,344901,,0
1094847,1133630,345398,,0
1094848,1133631,344934,,0
1094849,1133631,344935,,0
1094850,1133632,345395,,0
1094851,1133633,345399,,0
1094852,1133640,344790,,0
1094853,1133640,344792,,0
1094854,1133641,345214,,0
1094855,1133641,345218,,0
1094856,1133642,345641,,0
1094857,1133643,345209,,0
1094858,1133643,345215,,0
1094859,1133644,345340,,0
1094860,1133644,345344,,0
1094861,1133645,345339,,0
1094862,1133645,345343,,0
1094863,1133646,345405,,0
1094864,1133647,345934,,0
1094865,1133648,345935,,0
1094866,1133649,345936,,0
1094867,1133650,345245,,0
1094868,1133651,345937,,0
1094869,1133652,344902,,0
1094870,1133653,345418,,0
1094871,1133654,345406,,0
1094872,1133656,345871,,1
1094873,1133658,345392,,0
1094874,1133659,345886,,1
1094875,1133661,345641,,0
1094876,1133662,345884,,1
1094877,1133666,345877,,0
1094878,1133668,345171,,0
1094879,1133668,345178,,0
1094880,1133669,329270,,0
1094881,1133669,329271,,0
1094882,1133671,345249,,0
1094883,1133673,345274,,0
1094884,1133674,345293,,0
1094885,1133675,345290,,0
1094886,1133676,345878,,0
1094887,1133677,345761,,0
1094888,1133679,345877,,1
1094889,1133681,345642,,0
1094890,1133682,345877,,1
1094891,1133683,345877,,1
1094892,1133684,345952,,0
1094893,1133685,345399,,0
1094894,1133686,345738,,0
1094895,1133687,345953,,0
1094896,1133688,345643,,0
1094897,1133689,345954,,0
1094898,1133691,345878,,1
1094899,1133692,345235,,0
1094900,1133693,345952,,1
1094901,1133695,345953,,1
1094902,1133696,345955,,0
1094903,1133697,345956,,0
1094904,1133698,345954,,1
1094905,1133699,345878,,1
1094906,1133700,345825,,0
1094907,1133701,345728,,0
1094908,1133704,345878,,1
1094909,1133706,345580,,0
1094910,1133706,345581,,0
1094911,1133707,345874,,0
1094912,1133708,345318,,0
1094913,1133708,345319,,0
1094914,1133710,345874,,1
1094915,1133711,345889,,0
1094916,1133713,344902,,0
1094917,1133715,345955,,1
1094918,1133717,345956,,1
1094919,1133718,345398,,0
1094920,1133719,345892,,0
1094921,1133720,345957,,0
1094922,1133721,345698,,0
1094923,1133722,345872,,0
1094924,1133723,345946,,0
1094925,1133725,345872,,1
1094926,1133727,345895,,0
1094927,1133728,345957,,1
1094928,1133729,345946,,1
1094929,1133730,345818,,0
1094930,1133731,345898,,1
1094931,1133732,345899,,1
1094932,1133733,345397,,0
1094933,1133734,345900,,1
1094934,1133736,345901,,1
1094935,1133737,345533,,0
1094936,1133738,345816,,0
1094937,1133740,345958,,0
1094938,1133741,345958,,1
1094939,1133742,345533,,0
1094940,1133743,345958,,1
1094941,1133744,345958,,1
1094942,1133745,345235,,0
1094943,1133747,345224,,0
1094944,1133748,345746,,0
1094945,1133749,345959,,0
1094946,1133750,345177,,0
1094947,1133751,345364,,0
1094948,1133752,345826,,0
1094949,1133753,345874,,1
1094950,1133755,345959,,1
1094951,1133756,345872,,1
1094952,1133757,345959,,1
1094953,1133759,345799,,0
1094954,1133760,345959,,1
1094955,1133761,344838,,0
1094956,1133763,345959,,1
1094957,1133764,345337,,0
1094958,1133764,345341,,0
1094959,1133765,345338,,0
1094960,1133765,345342,,0
1094961,1133766,345874,,1
1094962,1133768,345872,,1
1094963,1133770,345337,,0
1094964,1133770,345341,,0
1094965,1133769,345960,,0
1094966,1133771,345338,,0
1094967,1133771,345342,,0
1094968,1133772,345339,,0
1094969,1133772,345343,,0
1094970,1133774,345340,,0
1094971,1133774,345344,,0
1094972,1133776,345960,,1
1094973,1133777,345960,,1
1094974,1133778,345960,,1
1094975,1133779,345881,,0
1094976,1133781,345815,,0
1094977,1133782,345881,,1
1094978,1133784,344828,,0
1094979,1133784,344839,,0
1094980,1133786,345882,,0
1094981,1133787,345134,,0
1094982,1133789,345135,,0
1094983,1133789,345143,,0
1094984,1133790,345136,,0
1094985,1133790,345144,,0
1094986,1133793,345137,,0
1094987,1133794,345138,,0
1094988,1133794,345139,,0
1094989,1133794,345145,,0
1094990,1133794,345146,,0
1094991,1133798,345278,,0
1094992,1133798,345280,,0
1094993,1133799,345882,,1
1094994,1133800,345735,,0
1094995,1133800,345736,,0
1094996,1133800,345737,,0
1094997,1133800,345738,,0
1094998,1133802,345881,,1
1094999,1133804,345881,,1
1095000,1133806,345678,,0
1095001,1133807,345813,,0
1095002,1133808,345223,,0
1095003,1133809,344811,,0
1095004,1133809,344812,,0
1095005,1133809,344814,,0
1095006,1133811,345882,,1
1095007,1133812,345882,,1
1095008,1133813,345168,,0
1095009,1133814,345223,,0
1095010,1133815,345181,,0
1095011,1133815,345182,,0
1095012,1133815,345183,,0
1095013,1133815,345184,,0
1095014,1133816,345355,,0
1095015,1133817,345165,,0
1095016,1133817,345167,,0
1095017,1133818,345676,,0
1095018,1133819,345887,,0
1095019,1133821,345887,,1
1095020,1133823,345362,,0
1095021,1133824,345888,,0
1095022,1133826,345812,,0
1095023,1133827,345888,,1
1095024,1133829,345888,,1
1095025,1133831,345735,,0
1095026,1133831,345736,,0
1095027,1133831,345737,,0
1095028,1133831,345738,,0
1095029,1133832,345888,,1
1095030,1133835,345887,,1
1095031,1133837,345779,,0
1095032,1133838,345887,,1
1095033,1133840,345894,,0
1095034,1133842,345149,,0
1095035,1133844,345363,,0
1095036,1133846,345894,,1
1095037,1133849,345811,,0
1095038,1133851,345894,,1
1095039,1133853,345894,,1
1095040,1133855,345894,,1
1095041,1133856,345894,,1
1095042,1133858,345677,,0
1095043,1133859,345894,,1
1095044,1133863,345894,,1
1095045,1133866,345810,,0
1095046,1133867,345729,,0
1095047,1133868,345532,,0
1095048,1133870,345894,,1
1095049,1133873,345730,,0
1095050,1133878,345873,,0
1095051,1133879,344820,,0
1095052,1133879,344823,,0
1095053,1133879,344835,,0
1095054,1133881,344816,,0
1095055,1133881,344831,,0
1095056,1133884,345808,,0
