"Indeks","IndeksSkanu","IndeksZlecenia","IndeksDodatka","Duplicated"
806726,826719,316289,,1
806727,826720,315512,,0
806728,826722,315511,,0
806729,826723,316212,,1
806730,826725,316211,,1
806731,826726,315772,,0
806732,826729,316289,,1
806733,826730,316202,,0
806734,826731,316289,,1
806735,826732,316210,,1
806736,826734,316285,,1
806737,826735,316285,,1
806738,826736,316288,,1
806739,826737,316156,,0
806740,826738,316288,,1
806741,826739,315877,,0
806742,826739,315895,,0
806743,826742,316050,,0
806744,826743,316129,,0
806745,826744,316157,,0
806746,826746,316049,,0
806747,826747,316213,,0
806748,826748,316184,,0
806749,826749,316213,,1
806750,826751,315887,,0
806751,826751,315905,,0
806752,826753,316286,,0
806753,826754,315893,,0
806754,826754,315911,,0
806755,826756,316254,,0
806756,826756,316257,,0
806757,826757,316287,,0
806758,826758,316047,,0
806759,826760,316137,,0
806760,826759,316213,,1
806761,826762,316213,,1
806762,826763,316287,,1
806763,826764,316287,,1
806764,826765,316286,,1
806765,826766,316229,,0
806766,826767,316048,,0
806767,826769,316286,,1
806768,826770,316229,,1
806769,826772,316228,,0
806770,826774,316146,,0
806771,826775,316052,,0
806772,826777,316287,,1
806773,826778,316286,,1
806774,826779,315856,,0
806775,826780,316175,,0
806776,826781,316228,,1
806777,826783,316229,,1
806778,826787,316228,,1
806779,826790,316160,,0
806780,826791,316091,,0
806781,826792,316187,,0
806782,826793,316333,,0
806783,826794,315925,,0
806784,826794,315959,,0
806785,826795,316228,,1
806786,826797,316139,,0
806787,826798,316298,,0
806788,826799,316316,,0
806789,826800,316298,,1
806790,826801,316234,,0
806791,826802,316338,,0
806792,826803,316234,,1
806793,826806,316234,,1
806794,826807,316234,,1
806795,826809,316337,,0
806796,826811,316172,,0
806797,826812,316159,,0
806798,826813,316334,,0
806799,826814,316230,,0
806800,826815,316335,,0
806801,826816,316297,,0
806802,826817,316297,,1
806803,826818,315630,,0
806804,826820,316297,,1
806805,826821,315629,,0
806806,826822,316337,,1
806807,826823,315756,,0
806808,826823,315784,,0
806809,826825,315880,,0
806810,826825,315898,,0
806811,826826,316313,,0
806812,826829,316299,,0
806813,826830,316313,,1
806814,826831,316313,,1
806815,826832,316230,,1
806816,826834,316296,,0
806817,826835,316299,,1
806818,826836,316231,,0
806819,826837,316322,,0
806820,826838,316309,,0
806821,826839,316310,,0
806822,826840,316309,,1
806823,826842,316310,,1
806824,826844,316231,,1
806825,826847,316230,,1
806826,826849,316230,,1
806827,826851,316136,,0
806828,826852,316204,,0
806829,826853,316169,,0
806830,826855,315854,,0
806831,826856,316135,,0
806832,826857,316145,,0
806833,826858,316204,,0
806834,826859,316336,,0
806835,826860,316327,,0
806836,826861,315855,,0
806837,826862,316337,,1
806838,826863,316297,,1
806839,826864,316134,,0
806840,826865,316337,,1
806841,826866,316338,,1
806842,826867,316331,,0
806843,826868,316296,,1
806844,826869,315894,,0
806845,826870,316299,,1
806846,826871,316340,,0
806847,826872,316338,,1
806848,826874,316296,,1
806849,826875,316111,,0
806850,826876,316327,,1
806851,826877,316338,,1
806852,826878,316336,,1
806853,826879,316336,,1
806854,826880,316297,,1
806855,826881,316331,,1
806856,826882,316337,,1
806857,826883,316339,,0
806858,826884,316298,,1
806859,826885,316339,,1
806860,826886,316087,,0
806861,826887,316339,,1
806862,826888,316114,,0
806863,826889,316334,,1
806864,826890,316327,,1
806865,826891,316298,,1
806866,826892,316340,,1
806867,826893,316340,,1
806868,826894,316334,,1
806869,826895,316336,,1
806870,826896,316088,,0
806871,826897,316297,,1
806872,826898,316300,,0
806873,826899,316115,,0
806874,826900,316331,,1
806875,826901,316089,,0
806876,826902,316116,,0
806877,826903,316090,,0
806878,826904,315926,,0
806879,826904,315960,,0
806880,826905,316173,,0
806881,826905,316174,,0
806882,826905,316175,,0
806883,826906,316332,,0
806884,826907,316119,,0
806885,826908,316300,,1
806886,826909,316340,,1
806887,826910,316328,,0
806888,826911,316313,,1
806889,826913,316298,,1
806890,826914,316317,,0
806891,826915,316317,,1
806892,826916,316225,,0
806893,826917,316335,,1
806894,826918,316334,,1
806895,826919,315757,,0
806896,826919,315785,,0
806897,826924,316317,,1
806898,826925,315752,,0
806899,826925,315780,,0
806900,826926,315753,,0
806901,826926,315781,,0
806902,826928,315751,,0
806903,826928,315779,,0
806904,826931,315754,,0
806905,826931,315782,,0
806906,826933,316317,,1
806907,826934,316335,,1
806908,826935,316334,,1
806909,826936,316300,,1
806910,826937,316328,,1
806911,826938,316328,,1
806912,826939,316335,,1
806913,826940,316339,,1
806914,826941,316299,,1
806915,826942,316296,,1
806916,826943,316171,,0
806917,826944,316299,,1
806918,826945,316328,,1
806919,826946,316327,,1
806920,826947,316338,,1
806921,826948,316335,,1
806922,826949,316296,,1
806923,826950,316331,,1
806924,826952,315629,,0
806925,826954,315630,,0
806926,826959,316313,,1
806927,826960,316313,,1
806928,826961,316332,,1
806929,826963,316313,,1
806930,826964,316071,,0
806931,826965,316300,,1
806932,826966,316298,,1
806933,826967,316337,,1
806934,826968,316316,,1
806935,826969,316316,,1
806936,826970,316297,,1
806937,826971,316316,,1
806938,826972,316316,,1
806939,826973,315657,,0
806940,826973,315658,,0
806941,826973,315659,,0
806942,826976,316299,,1
806943,826977,315647,,0
806944,826977,315648,,0
806945,826977,315649,,0
806946,826979,316332,,1
806947,826980,315466,,0
806948,826980,315467,,0
806949,826982,316332,,1
806950,826983,316045,,0
806951,826984,316202,,0
806952,826985,316090,,0
806953,826986,315466,,0
806954,826986,315467,,0
806955,826988,316341,,0
806956,826989,316183,,0
806957,826990,316341,,1
806958,826991,316341,,1
806959,826992,316341,,1
806960,826993,316178,,0
806961,826994,316246,,0
806962,826995,315744,,0
806963,826995,315772,,0
806964,826998,316089,,0
806965,826999,316294,,0
806966,827000,316330,,0
806967,827003,316087,,0
806968,827004,316326,,0
806969,827005,316315,,0
806970,827006,316314,,0
806971,827007,316181,,0
806972,827008,316330,,1
806973,827009,316246,,0
806974,827010,316295,,0
806975,827011,316295,,1
806976,827012,316293,,0
806977,827013,316088,,0
806978,827014,316326,,1
806979,827015,316330,,1
806980,827016,316329,,0
806981,827017,316245,,0
806982,827018,316293,,1
806983,827019,316179,,0
806984,827020,316244,,0
806985,827021,315800,,0
806986,827022,316315,,1
806987,827023,316312,,0
806988,827024,316225,,0
806989,827025,316242,,0
806990,827026,316292,,0
806991,827027,316290,,0
806992,827028,316245,,0
806993,827030,315894,,0
806994,827031,316243,,0
806995,827032,316244,,0
806996,827033,316242,,0
806997,827034,316312,,1
806998,827035,316293,,1
806999,827036,316292,,1
807000,827037,316325,,0
807001,827038,316326,,1
807002,827039,316315,,1
807003,827040,316311,,0
807004,827041,315799,,0
807005,827042,316243,,0
807006,827043,316325,,1
807007,827044,316259,,0
807008,827045,316315,,1
807009,827046,316290,,1
807010,827047,316294,,1
807011,827048,316291,,0
807012,827049,316290,,1
807013,827050,316182,,0
807014,827051,316250,,0
807015,827052,316330,,1
807016,827053,316312,,1
807017,827054,316250,,0
807018,827055,316291,,1
807019,827056,316259,,0
807020,827057,316326,,1
807021,827058,316329,,1
807022,827059,316180,,0
807023,827061,316292,,1
807024,827062,315801,,0
807025,827063,316295,,1
807026,827064,316294,,1
807027,827066,316188,,0
807028,827067,316329,,1
807029,827068,316314,,1
807030,827069,316312,,1
807031,827070,316311,,1
807032,827071,316293,,1
807033,827072,316311,,1
807034,827073,316314,,1
807035,827074,316047,,0
807036,827075,316048,,0
807037,827076,316052,,0
807038,827077,316311,,1
807039,827078,316046,,0
807040,827079,316049,,0
807041,827080,316329,,1
807042,827081,316290,,1
807043,827082,316291,,1
807044,827083,316295,,1
807045,827084,316325,,1
807046,827085,316325,,1
807047,827087,316314,,1
807048,827088,316291,,1
807049,827089,316294,,1
807050,827090,316292,,1
807051,827091,316256,,0
807052,827092,316256,,0
807053,827093,315802,,0
807054,827094,316333,,1
807055,827095,316333,,1
807056,827096,316333,,1
807057,827097,316333,,1
807058,827098,316050,,0
807059,827099,316237,,0
807060,827100,316237,,0
807061,827101,315952,,0
807062,827102,315953,,0
807063,827103,316233,,0
807064,827104,316238,,0
807065,827109,316238,,0
807066,827110,316233,,1
807067,827114,315949,,0
807068,827115,315803,,0
807069,827116,316308,,0
807070,827118,316309,,1
807071,827119,316322,,1
807072,827120,316307,,0
807073,827121,316324,,0
807074,827122,316324,,1
807075,827123,316232,,0
807076,827124,315957,,0
807077,827126,316222,,0
807078,827127,316323,,0
807079,827128,316309,,1
807080,827129,315955,,0
807081,827130,316323,,1
807082,827131,316323,,1
807083,827132,315951,,0
807084,827133,316309,,1
807085,827134,316310,,1
807086,827136,315950,,0
807087,827140,316091,,0
807088,827142,316324,,1
807089,827143,316343,,0
807090,827145,316307,,1
807091,827146,316222,,0
807092,827148,316307,,1
807093,827149,316310,,1
807094,827150,315956,,0
807095,827151,316345,,0
807096,827152,316071,,0
807097,827152,316091,,0
807098,827153,316308,,1
807099,827156,316343,,1
807100,827158,316322,,1
807101,827159,315954,,0
807102,827160,316324,,1
807103,827161,315798,,0
807104,827162,316223,,0
807105,827163,316308,,1
807106,827164,316223,,0
807107,827165,316322,,1
807108,827166,316310,,1
807109,827167,316307,,1
807110,827168,316343,,1
807111,827169,316309,,1
807112,827170,316308,,1
807113,827171,316239,,0
807114,827172,316310,,1
807115,827173,316322,,1
807116,827174,316239,,0
807117,827175,316345,,1
807118,827181,316323,,1
807119,827184,315402,,0
807120,827184,315403,,0
807121,827184,315407,,0
807122,827186,316241,,0
807123,827187,315405,,0
807124,827187,315409,,0
807125,827190,316241,,0
807126,827191,316342,,0
807127,827192,316344,,0
807128,827194,316344,,1
807129,827195,316281,,0
807130,827196,316342,,1
807131,827198,316342,,1
807132,827200,316281,,0
807133,827205,316220,,0
807134,827207,316149,,0
807135,827207,316152,,0
807136,827210,316150,,0
807137,827210,316153,,0
807138,827212,316220,,0
807139,827213,316221,,0
807140,827214,316235,,0
807141,827215,316219,,0
807142,827216,316235,,0
807143,827217,316219,,0
807144,827218,316349,,0
807145,827219,316350,,0
807146,827220,316349,,1
807147,827221,316350,,1
807148,827222,316349,,1
807149,827223,316350,,1
807150,827224,316349,,1
807151,827225,316221,,0
807152,827227,316236,,0
807153,827228,315050,,0
807154,827228,315057,,0
807155,827231,316151,,0
807156,827233,314846,,0
807157,827233,314852,,0
807158,827234,316236,,0
807159,827235,314848,,0
807160,827235,314854,,0
807161,827236,314849,,0
807162,827236,314855,,0
807163,827237,315045,,0
807164,827237,315046,,0
807165,827238,314847,,0
807166,827238,314853,,0
807167,827239,314844,,0
807168,827239,314850,,0
807169,827240,314845,,0
807170,827240,314851,,0
807171,827241,315332,,0
807172,827241,315336,,0
807173,827242,315330,,0
807174,827242,315331,,0
807175,827242,315335,,0
807176,827243,315333,,0
807177,827243,315334,,0
807178,827243,315337,,0
807179,827244,316349,,1
807180,827245,315890,,0
807181,827245,315908,,0
807182,827247,315745,,0
807183,827247,315773,,0
807184,827248,316350,,1
807185,827250,316350,,1
807186,827251,316240,,0
807187,827252,316240,,0
807188,827253,316347,,0
807189,827254,316347,,1
807190,827255,316348,,0
807191,827256,316347,,1
807192,827257,316348,,1
807193,827258,316347,,1
807194,827259,316348,,1
807195,827260,316255,,0
807196,827261,315136,,0
807197,827261,315137,,0
807198,827264,316255,,0
807199,827265,315688,,0
807200,827265,315689,,0
807201,827267,315686,,0
807202,827267,315687,,0
807203,827269,316213,,0
807204,827270,316188,,0
807205,827274,316218,,0
807206,827275,316068,,0
807207,827278,316067,,0
807208,827279,316353,,0
807209,827280,316353,,1
807210,827281,315136,,0
807211,827281,315137,,0
807212,827282,316354,,0
807213,827284,316354,,1
807214,827285,316353,,1
807215,827286,316353,,1
807216,827288,316354,,1
807217,827289,316354,,1
807218,827290,316070,,0
807219,827291,316354,,1
807220,827292,316353,,1
807221,827293,316353,,1
807222,827295,316354,,1
807223,827296,316351,,0
807224,827297,316352,,0
807225,827298,316352,,1
807226,827299,316351,,1
807227,827300,316352,,1
807228,827301,316351,,1
807229,827302,316351,,1
807230,827303,316352,,1
807231,827304,316197,,0
807232,827305,316366,,0
807233,827306,316333,,0
807234,827307,316366,,1
807235,827308,316072,,0
807236,827309,315715,,0
807237,827309,315725,,0
807238,827311,316200,,0
807239,827312,315711,,0
807240,827312,315723,,0
807241,827313,316364,,0
807242,827315,316365,,0
807243,827316,316164,,0
807244,827316,316166,,0
807245,827318,316163,,0
807246,827318,316165,,0
807247,827320,316366,,1
807248,827321,316364,,1
807249,827322,316365,,1
807250,827323,316366,,1
807251,827324,316364,,1
807252,827325,316364,,1
807253,827326,316073,,0
807254,827327,316364,,1
807255,827328,316365,,1
807256,827329,316365,,1
807257,827330,316365,,1
807258,827331,316366,,1
807259,827332,316366,,1
807260,827333,316075,,0
807261,827334,316363,,0
807262,827335,315965,,1
807263,827336,316363,,1
807264,827338,316074,,0
807265,827339,316363,,1
807266,827340,316363,,1
807267,827341,316133,,0
807268,827342,315353,,0
807269,827342,315368,,0
807270,827344,315350,,0
807271,827344,315365,,0
807272,827346,316360,,0
807273,827347,316358,,0
807274,827348,316341,,0
807275,827349,316360,,1
807276,827350,316361,,0
807277,827351,316360,,1
807278,827352,316360,,1
807279,827353,316362,,0
807280,827354,316358,,1
807281,827355,315382,,0
807282,827356,316361,,1
807283,827357,315383,,0
807284,827358,316361,,1
807285,827359,316362,,1
807286,827360,316359,,0
807287,827361,316356,,0
807288,827362,316357,,0
807289,827364,316362,,1
807290,827365,316362,,1
807291,827366,316361,,1
807292,827367,316260,,0
807293,827368,316359,,1
807294,827369,316356,,1
807295,827370,316357,,1
807296,827371,316261,,0
807297,827373,316358,,1
807298,827374,316359,,1
807299,827375,316263,,0
807300,827376,316358,,1
807301,827377,316359,,1
807302,827378,316163,,0
807303,827378,316165,,0
807304,827379,316164,,0
807305,827379,316166,,0
807306,827380,316290,,0
807307,827381,316356,,1
807308,827382,316168,,0
807309,827382,316170,,0
807310,827383,316167,,0
807311,827383,316169,,0
807312,827384,316356,,1
807313,827385,315350,,0
807314,827385,315365,,0
807315,827386,315353,,0
807316,827386,315368,,0
807317,827387,316357,,1
807318,827388,316357,,1
807319,827389,316076,,0
807320,827390,316355,,0
807321,827391,316057,,0
807322,827392,316355,,1
807323,827393,316056,,0
807324,827394,316291,,0
807325,827395,316292,,0
807326,827396,316355,,1
807327,827397,316077,,0
807328,827398,316355,,1
807329,827399,316293,,0
807330,827400,316294,,0
807331,827401,315355,,0
807332,827401,315370,,0
807333,827403,315354,,0
807334,827403,315369,,0
807335,827404,316079,,0
807336,827406,316295,,0
807337,827409,316325,,0
807338,827410,316078,,0
807339,827412,315349,,0
807340,827412,315364,,0
807341,827414,315351,,0
807342,827414,315366,,0
807343,827417,315345,,0
807344,827417,315360,,0
807345,827418,315346,,0
807346,827418,315361,,0
807347,827419,315347,,0
807348,827419,315362,,0
807349,827420,315348,,0
807350,827420,315363,,0
807351,827421,316081,,0
807352,827422,316326,,0
807353,827423,316329,,0
807354,827424,316080,,0
807355,827426,316330,,0
807356,827427,316083,,0
807357,827428,316311,,0
807358,827429,316312,,0
807359,827430,316314,,0
807360,827431,316082,,0
807361,827432,316315,,0
807362,827433,316085,,0
807363,827435,316084,,0
807364,827436,316086,,0
807365,827437,316201,,0
807366,827438,315771,,0
807367,827439,316196,,0
807368,827440,316195,,0
807369,827442,316057,,0
807370,827443,316056,,0
807371,827444,316067,,0
807372,827445,316083,,0
807373,827446,316080,,0
807374,827447,316081,,0
807375,827448,316078,,0
807376,827449,316372,,0
807377,827450,316372,,1
807378,827451,316372,,1
807379,827452,316374,,0
807380,827453,316374,,1
807381,827454,316372,,1
807382,827455,316374,,1
807383,827456,316374,,1
807384,827457,316215,,0
807385,827459,316373,,0
807386,827460,316375,,0
807387,827461,316068,,0
807388,827462,316079,,0
807389,827463,316373,,1
807390,827465,316373,,1
807391,827466,316216,,0
807392,827468,316051,,0
807393,827472,316375,,1
807394,827473,316195,,0
807395,827476,316216,,0
807396,827477,315710,,0
807397,827477,315722,,0
807398,827479,316375,,1
807399,827480,316215,,0
807400,827481,316173,,0
807401,827481,316174,,0
807402,827481,316175,,0
807403,827483,316258,,0
807404,827484,316217,,0
807405,827485,316051,,0
807406,827487,316368,,0
807407,827488,316053,,0
807408,827489,316374,,1
807409,827490,316214,,0
807410,827491,316374,,1
807411,827492,316367,,0
