Indeks,Archiwum,Data,DataWejscia,DataZakonczenia,Del,Diler,FirstStanowisko,Hiden,ErrIdx,Klient,LiczbaSzklen,NipDilera,Oscieznica,Pozycja,Skanowanie,Skrzydlo,srcdoc,Stanowisko,StanowiskoPoprzednie,Sztuka,TerminRealizacji,Zakonczone,Zlecenie,ZlecenieDilera,DodOpis,optym,TerminProdukcji,Optymalizacja,DbWHOkna,KodBiura,OptSrcdoc,Vip,ObrazekOsc,ObrazekSkr,Referencja,Priorytet,IloscJedn,Idx_typu,Typ,IloscJednPoz,PozycjaLp,Country,FrameWidth,FrameHeight,SashWidth,SashHeight,Glazing,GlazingFrame,GlazingFrameColor,Color,Paczka
365598,0,2023-03-27 08:56:00.000,2023-03-14 08:39:00.000,2023-03-21 15:28:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,3,4,1,60704,39,32,1,2023-03-22 00:00:00.000,1,G55482                   ,G55482,,0,2023-03-07 00:00:00.000,,5,WDX_ONLINE,0,0,7y5ind  ,10exj4  ,,3,0,391,45_90_S9000 NL 6802/6003,0,3,,995,2730,891,647,,,,,
365599,0,2023-03-27 08:56:00.000,2023-03-14 08:39:00.000,2023-03-21 15:28:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,3,4,2,60704,39,32,1,2023-03-22 00:00:00.000,1,G55482                   ,G55482,,0,2023-03-07 00:00:00.000,,5,WDX_ONLINE,0,0,7y5ind  ,9zsdk4  ,,3,0,391,45_90_S9000 NL 6802/6003,0,3,,995,2730,891,1953,,,,,
365600,0,2023-03-27 08:56:00.000,2023-03-14 08:39:00.000,2023-03-22 07:49:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,4,4,1,60704,39,32,1,2023-03-22 00:00:00.000,1,G55482                   ,G55482,,0,2023-03-07 00:00:00.000,,5,WDX_ONLINE,0,0,63z3hy  ,bt9hx   ,,3,0,391,45_90_S9000 NL 6802/6003,0,4,,1150,1105,1046,1001,,,,,
365601,0,2023-03-27 08:56:00.000,2023-03-14 08:39:00.000,2023-03-22 07:49:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,5,4,1,60704,39,32,1,2023-03-22 00:00:00.000,1,G55482                   ,G55482,,0,2023-03-07 00:00:00.000,,5,WDX_ONLINE,0,0,6uxbl0  ,8lm3j0  ,,3,0,406,45_90_S9000 NL 6808/6033/EEAL i lauka(vaizdas is lauk,0,5,,2000,2258,943,2159,,,,,
365602,0,2023-03-27 08:56:00.000,2023-03-14 08:39:00.000,2023-03-22 07:49:00.000,0,WDX_ONLINE,28,0,0,Toelevering Online B.V,1,WDX_ONLINE,1,5,4,2,60704,39,32,1,2023-03-22 00:00:00.000,1,G55482                   ,G55482,,0,2023-03-07 00:00:00.000,,5,WDX_ONLINE,0,0,6uxbl0  ,d8l0lc  ,,3,0,406,45_90_S9000 NL 6808/6033/EEAL i lauka(vaizdas is lauk,0,5,,2000,2258,943,2159,,,,,
365603,0,2023-03-27 08:56:00.000,2023-03-14 08:39:00.000,2023-03-21 15:01:00.000,0,WDX_ONLINE,25,0,0,Toelevering Online B.V,0,WDX_ONLINE,1,1,4,0,60704,39,32,1,2023-03-22 00:00:00.000,1,G55482                   ,G55482,,0,2023-03-07 00:00:00.000,,5,WDX_ONLINE,0,0,56li1f  ,        ,,3,11,406,45_90_S9000 NL 6808/6033/EEAL i lauka(vaizdas is lauk,11,1,,2170,2258,0,0,,,,701605 /701605,
365604,0,2023-03-27 08:56:00.000,2023-03-14 08:39:00.000,2023-03-21 15:01:00.000,0,WDX_ONLINE,25,0,0,Toelevering Online B.V,0,WDX_ONLINE,1,2,4,0,60704,39,32,1,2023-03-22 00:00:00.000,1,G55482                   ,G55482,,0,2023-03-07 00:00:00.000,,5,WDX_ONLINE,0,0,348moq  ,        ,,3,6,406,45_90_S9000 NL 6808/6033/EEAL i lauka(vaizdas is lauk,6,2,,980,2258,0,0,,,,701605 /701605,
365605,0,2023-03-27 08:56:00.000,2023-03-14 08:39:00.000,2023-03-21 15:28:00.000,0,WDX_ONLINE,25,0,0,Toelevering Online B.V,0,WDX_ONLINE,1,3,4,0,60704,39,32,1,2023-03-22 00:00:00.000,1,G55482                   ,G55482,,0,2023-03-07 00:00:00.000,,5,WDX_ONLINE,0,0,7y5ind  ,        ,,3,4,391,45_90_S9000 NL 6802/6003,4,3,,995,2730,0,0,,,,701605 /701605,
365606,0,2023-03-27 08:56:00.000,2023-03-14 08:39:00.000,2023-03-22 07:49:00.000,0,WDX_ONLINE,25,0,14933,Toelevering Online B.V,0,WDX_ONLINE,1,4,4,0,60704,39,32,1,2023-03-22 00:00:00.000,1,G55482                   ,G55482,,0,2023-03-07 00:00:00.000,,5,WDX_ONLINE,0,0,63z3hy  ,        ,,3,2,391,45_90_S9000 NL 6802/6003,2,4,,1150,1105,0,0,,,,701605 /701605,
365607,0,2023-03-27 08:56:00.000,2023-03-14 08:39:00.000,2023-03-22 07:49:00.000,0,WDX_ONLINE,25,0,14934,Toelevering Online B.V,0,WDX_ONLINE,1,5,4,0,60704,39,32,1,2023-03-22 00:00:00.000,1,G55482                   ,G55482,,0,2023-03-07 00:00:00.000,,5,WDX_ONLINE,0,0,6uxbl0  ,        ,,3,11,406,45_90_S9000 NL 6808/6033/EEAL i lauka(vaizdas is lauk,11,5,,2000,2258,0,0,,,,701605 /701605,
365608,0,2023-03-22 07:53:00.000,2023-03-14 09:29:00.000,2023-03-16 07:48:00.000,0,,28,0,0,Toelevering Online B.V,1,,1,1,4,1,62373,39,32,1,2023-03-21 00:00:00.000,1,G60842                   ,,,0,2023-03-09 00:00:00.000,,5,,0,0,2rcwwi  ,pwvs4   ,,3,0,391,45_90_S9000 NL 6802/6003,0,1,,2390,1461,744,1357,,,,,
365609,0,2023-03-22 07:53:00.000,2023-03-14 09:29:00.000,2023-03-16 07:48:00.000,0,,28,0,0,Toelevering Online B.V,1,,1,1,4,2,62373,39,32,1,2023-03-21 00:00:00.000,1,G60842                   ,,,0,2023-03-09 00:00:00.000,,5,,0,0,2rcwwi  ,4vulrq  ,,3,0,391,45_90_S9000 NL 6802/6003,0,1,,2390,1461,744,1357,,,,,
365610,0,2023-03-22 07:53:00.000,2023-03-14 09:29:00.000,2023-03-16 07:49:00.000,0,,28,0,0,Toelevering Online B.V,1,,1,2,4,1,62373,39,32,1,2023-03-21 00:00:00.000,1,G60842                   ,,,0,2023-03-09 00:00:00.000,,5,,0,0,1bbm8l  ,1cg9pl  ,,3,0,391,45_90_S9000 NL 6802/6003,0,2,,1354,1461,612,1357,,,,,
365611,0,2023-03-22 07:53:00.000,2023-03-14 09:29:00.000,2023-03-16 07:48:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,0,62373,39,32,1,2023-03-21 00:00:00.000,1,G60842                   ,,,0,2023-03-09 00:00:00.000,,5,,0,0,2rcwwi  ,        ,,3,5,391,45_90_S9000 NL 6802/6003,5,1,,2390,1461,0,0,,,,Balta / Balta (Juoda tarpine),
365612,0,2023-03-22 07:53:00.000,2023-03-14 09:29:00.000,2023-03-16 07:49:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,2,4,0,62373,39,32,1,2023-03-21 00:00:00.000,1,G60842                   ,,,0,2023-03-09 00:00:00.000,,5,,0,0,1bbm8l  ,        ,,3,3,391,45_90_S9000 NL 6802/6003,3,2,,1354,1461,0,0,,,,Balta / Balta (Juoda tarpine),
365613,0,2023-03-17 15:18:00.000,2023-03-14 09:34:00.000,2023-03-15 10:00:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,0,62325,39,21,1,2023-03-22 00:00:00.000,1,G60738                   ,,,0,2023-03-09 00:00:00.000,,5,,0,0,34vltc  ,        ,,3,1,391,45_90_S9000 NL 6802/6003,1,1,,1395,645,0,0,,,,Creme / Creme,
365614,0,2023-03-24 10:45:00.000,2023-03-14 09:47:00.000,2023-03-20 10:43:00.000,0,,25,0,0,"Quick Garden, UAB",2,,1,1,4,0,62236,39,32,1,2023-03-21 00:00:00.000,1,KW199274                 ,,,0,2023-03-08 00:00:00.000,,5,,0,0,ievdj   ,        ,,3,0,341,PROFINE 70 Langas,6,1,,1690,1920,0,0,,,,Balta / Balta (Juoda tarpine),
365615,0,2023-03-24 10:45:00.000,2023-03-14 09:47:00.000,2023-03-20 10:55:00.000,0,,25,0,0,"Quick Garden, UAB",1,,2,1,4,1,62236,39,32,1,2023-03-21 00:00:00.000,1,KW199274                 ,,,0,2023-03-08 00:00:00.000,,5,,0,0,91zsv9  ,27gei8  ,,3,0,356,PROFINE 70 DURYS-T i lauka Palengvintos,0,1,,840,1920,744,1862,,,,,
365616,0,2023-03-24 10:45:00.000,2023-03-14 09:47:00.000,2023-03-20 10:51:00.000,0,,25,0,0,"Quick Garden, UAB",1,,1,2,4,0,62236,39,32,1,2023-03-21 00:00:00.000,1,KW199274                 ,,,0,2023-03-08 00:00:00.000,,5,,0,0,4qnpy0  ,        ,,3,0,341,PROFINE 70 Langas,0,2,,850,1920,0,0,,,,Balta / Balta (Juoda tarpine),
365617,0,2023-03-24 10:45:00.000,2023-03-14 09:47:00.000,2023-03-20 10:55:00.000,0,,25,0,0,"Quick Garden, UAB",1,,1,3,4,1,62236,39,32,1,2023-03-21 00:00:00.000,1,KW199274                 ,,,0,2023-03-08 00:00:00.000,,5,,0,0,1gpa4w  ,6o3z2g  ,,3,0,347,PROFINE 70 Langas i Lauka 70121/70222 (vaizdas is lauko),0,3,,700,1050,626,976,,,,,
365618,0,2023-03-24 10:45:00.000,2023-03-14 09:47:00.000,2023-03-20 10:55:00.000,0,,25,0,0,"Quick Garden, UAB",0,,2,1,4,0,62236,39,32,1,2023-03-21 00:00:00.000,1,KW199274                 ,,,0,2023-03-08 00:00:00.000,,5,,0,0,91zsv9  ,        ,,3,5,356,PROFINE 70 DURYS-T i lauka Palengvintos,6,1,,840,1920,0,0,,,,Balta / Balta (Juoda tarpine),
365619,0,2023-03-24 10:45:00.000,2023-03-14 09:47:00.000,2023-03-20 10:55:00.000,0,,25,0,0,"Quick Garden, UAB",0,,1,3,4,0,62236,39,32,1,2023-03-21 00:00:00.000,1,KW199274                 ,,,0,2023-03-08 00:00:00.000,,5,,0,0,1gpa4w  ,        ,,3,1,347,PROFINE 70 Langas i Lauka 70121/70222 (vaizdas is lauko),1,3,,700,1050,0,0,,,,Balta / Balta (Juoda tarpine),
365620,0,2023-03-17 09:03:00.000,2023-03-14 10:59:00.000,2023-03-16 09:34:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,1,62371,39,32,1,2023-03-16 00:00:00.000,1,60826,,,0,2023-03-13 00:00:00.000,,5,,0,0,2bksji  ,3fdwha  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,3500,1150,830,1046,,,,,
365621,0,2023-03-17 09:03:00.000,2023-03-14 10:59:00.000,2023-03-16 09:34:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,2,62371,39,32,1,2023-03-16 00:00:00.000,1,60826,,,0,2023-03-13 00:00:00.000,,5,,0,0,2bksji  ,3vb26o  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,3500,1150,830,1046,,,,,
365622,0,2023-03-17 09:03:00.000,2023-03-14 10:59:00.000,2023-03-16 09:34:00.000,0,,25,0,0,Toelevering Online B.V,2,,1,1,4,0,62371,39,32,1,2023-03-16 00:00:00.000,1,60826,,,0,2023-03-13 00:00:00.000,,5,,0,0,2bksji  ,        ,,3,5,283,G_K-VISION 76 76106 / 76201,5,1,,3500,1150,0,0,,,,Balta-vid /(16) 02.20.71.000001-116700,
365623,0,2023-03-17 09:02:00.000,2023-03-14 10:59:00.000,2023-03-16 11:16:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,1,62401,39,32,1,2023-03-20 00:00:00.000,1,60869,,,0,2023-03-13 00:00:00.000,,5,,0,0,67t2q   ,g4k1vi  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,2455,1200,766,1096,,,,,
365624,0,2023-03-17 09:02:00.000,2023-03-14 10:59:00.000,2023-03-16 11:16:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,2,62401,39,32,1,2023-03-20 00:00:00.000,1,60869,,,0,2023-03-13 00:00:00.000,,5,,0,0,67t2q   ,d6ehfe  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,2455,1200,766,1096,,,,,
365625,0,2023-03-17 09:02:00.000,2023-03-14 10:59:00.000,2023-03-16 11:31:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,2,4,1,62401,39,32,1,2023-03-20 00:00:00.000,1,60869,,,0,2023-03-13 00:00:00.000,,5,,0,0,1xppc8  ,8qi569  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,2,,1485,1200,678,1096,,,,,
365626,0,2023-03-17 09:02:00.000,2023-03-14 10:59:00.000,2023-03-16 11:16:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,0,62401,39,32,1,2023-03-20 00:00:00.000,1,60869,,,0,2023-03-13 00:00:00.000,,5,,0,0,67t2q   ,        ,,3,4,283,G_K-VISION 76 76106 / 76201,4,1,,2455,1200,0,0,,,,Balta-vid /(16) 02.20.71.000001-116700,
365627,0,2023-03-17 09:02:00.000,2023-03-14 10:59:00.000,2023-03-16 11:31:00.000,0,,25,0,14936,Toelevering Online B.V,1,,1,2,4,0,62401,39,32,1,2023-03-20 00:00:00.000,1,60869,,,0,2023-03-13 00:00:00.000,,5,,0,0,1xppc8  ,        ,,3,2,283,G_K-VISION 76 76106 / 76201,2,2,,1485,1200,0,0,,,,Balta-vid /(16) 02.20.71.000001-116700,
365628,0,2023-03-17 09:04:00.000,2023-03-14 11:00:00.000,2023-03-16 11:16:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,1,62321,39,32,1,2023-03-22 00:00:00.000,1,60722,,,0,2023-03-13 00:00:00.000,,5,,0,0,6davlc  ,9ed4g   ,,3,0,325,45_90___76106 / 76201,0,1,,2464,1064,769,960,,,,,
365629,0,2023-03-17 09:04:00.000,2023-03-14 11:00:00.000,2023-03-16 11:16:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,2,62321,39,32,1,2023-03-22 00:00:00.000,1,60722,,,0,2023-03-13 00:00:00.000,,5,,0,0,6davlc  ,3j7xmc  ,,3,0,325,45_90___76106 / 76201,0,1,,2464,1064,769,960,,,,,
365630,0,2023-03-17 09:04:00.000,2023-03-14 11:00:00.000,2023-03-16 11:16:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,0,62321,39,32,1,2023-03-22 00:00:00.000,1,60722,,,0,2023-03-13 00:00:00.000,,5,,0,0,6davlc  ,        ,,3,7,325,45_90___76106 / 76201,7,1,,2464,1064,0,0,,,,Crem-vid /(CQ) 02.20.11.000001-116700,
365631,0,2023-03-17 09:03:00.000,2023-03-14 11:12:00.000,2023-03-16 11:54:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,1,62372,39,32,1,2023-03-22 00:00:00.000,1,60775,,,0,2023-03-13 00:00:00.000,,5,,0,0,crz153  ,5i9sd2  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,1330,1204,600,1100,,,,,
365632,0,2023-03-17 09:03:00.000,2023-03-14 11:12:00.000,2023-03-16 11:55:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,2,4,1,62372,39,32,1,2023-03-22 00:00:00.000,1,60775,,,0,2023-03-13 00:00:00.000,,5,,0,0,7sawhk  ,alrv7c  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,2,,2324,1203,600,1099,,,,,
365633,0,2023-03-17 09:03:00.000,2023-03-14 11:12:00.000,2023-03-16 11:54:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,0,62372,39,32,1,2023-03-22 00:00:00.000,1,60775,,,0,2023-03-13 00:00:00.000,,5,,0,0,crz153  ,        ,,3,3,283,G_K-VISION 76 76106 / 76201,3,1,,1330,1204,0,0,,,,Balta / Balta (Juoda tarpine),
365634,0,2023-03-17 09:03:00.000,2023-03-14 11:12:00.000,2023-03-16 11:55:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,2,4,0,62372,39,32,1,2023-03-22 00:00:00.000,1,60775,,,0,2023-03-13 00:00:00.000,,5,,0,0,7sawhk  ,        ,,3,3,283,G_K-VISION 76 76106 / 76201,3,2,,2324,1203,0,0,,,,Balta / Balta (Juoda tarpine),
365635,0,2023-03-17 09:00:00.000,2023-03-14 11:20:00.000,2023-03-15 12:58:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,1,62360,39,32,1,2023-03-15 00:00:00.000,1,60649,,,0,2023-03-13 00:00:00.000,,5,,0,0,33o0nm  ,16xh60  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,1554,1194,712,1090,,,,,
365636,0,2023-03-17 09:00:00.000,2023-03-14 11:20:00.000,2023-03-15 12:52:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,1,62360,39,32,2,2023-03-15 00:00:00.000,1,60649,,,0,2023-03-13 00:00:00.000,,5,,0,0,33o0nm  ,16xh60  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,1554,1194,712,1090,,,,,
365637,0,2023-03-17 09:00:00.000,2023-03-14 11:20:00.000,2023-03-15 12:58:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,2,62360,39,32,1,2023-03-15 00:00:00.000,1,60649,,,0,2023-03-13 00:00:00.000,,5,,0,0,33o0nm  ,a3e6ic  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,1554,1194,712,1090,,,,,
365638,0,2023-03-17 09:00:00.000,2023-03-14 11:20:00.000,2023-03-15 12:52:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,2,62360,39,32,2,2023-03-15 00:00:00.000,1,60649,,,0,2023-03-13 00:00:00.000,,5,,0,0,33o0nm  ,a3e6ic  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,1554,1194,712,1090,,,,,
365639,0,2023-03-17 09:00:00.000,2023-03-14 11:20:00.000,2023-03-15 12:58:00.000,0,,25,0,0,Toelevering Online B.V,0,,1,1,4,0,62360,39,32,1,2023-03-15 00:00:00.000,1,60649,,,0,2023-03-13 00:00:00.000,,5,,0,0,33o0nm  ,        ,,3,3,283,G_K-VISION 76 76106 / 76201,6,1,,1554,1194,0,0,,,,Balta-vid /(WX) 02.20.91.000001-116801,
365640,0,2023-03-17 09:00:00.000,2023-03-14 11:20:00.000,2023-03-15 12:52:00.000,0,,25,0,0,Toelevering Online B.V,0,,1,1,4,0,62360,39,32,2,2023-03-15 00:00:00.000,1,60649,,,0,2023-03-13 00:00:00.000,,5,,0,0,33o0nm  ,        ,,3,3,283,G_K-VISION 76 76106 / 76201,6,1,,1554,1194,0,0,,,,Balta-vid /(WX) 02.20.91.000001-116801,
365641,0,2023-03-17 09:04:00.000,2023-03-14 11:22:00.000,2023-03-16 07:48:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,1,62403,39,32,1,2023-03-23 00:00:00.000,1,60849,,,0,2023-03-13 00:00:00.000,,5,,0,0,dgf3k   ,39jbc   ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,2370,1000,1120,896,,,,,
365642,0,2023-03-17 09:04:00.000,2023-03-14 11:22:00.000,2023-03-16 07:48:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,2,4,1,62403,39,32,1,2023-03-23 00:00:00.000,1,60849,,,0,2023-03-13 00:00:00.000,,5,,0,0,9qojrs  ,4s0toc  ,,3,0,283,G_K-VISION 76 76106 / 76201,0,2,,1035,700,931,596,,,,,
365643,0,2023-03-17 09:04:00.000,2023-03-14 11:22:00.000,2023-03-16 07:48:00.000,0,,25,0,14937,Toelevering Online B.V,1,,1,1,4,0,62403,39,32,1,2023-03-23 00:00:00.000,1,60849,,,0,2023-03-13 00:00:00.000,,5,,0,0,dgf3k   ,        ,,3,4,283,G_K-VISION 76 76106 / 76201,4,1,,2370,1000,0,0,,,,Balta / Balta (Juoda tarpine),
365644,0,2023-03-17 09:04:00.000,2023-03-14 11:22:00.000,2023-03-16 07:48:00.000,0,,25,0,0,Toelevering Online B.V,0,,1,2,4,0,62403,39,32,1,2023-03-23 00:00:00.000,1,60849,,,0,2023-03-13 00:00:00.000,,5,,0,0,9qojrs  ,        ,,3,1,283,G_K-VISION 76 76106 / 76201,1,2,,1035,700,0,0,,,,Balta / Balta (Juoda tarpine),
365645,0,2023-03-17 09:02:00.000,2023-03-14 11:22:00.000,2023-03-16 11:54:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,1,62368,39,32,1,2023-03-21 00:00:00.000,1,60727,,,0,2023-03-13 00:00:00.000,,5,,0,0,9xazvc  ,5tx00   ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,1090,1600,986,961,,,,,
365646,0,2023-03-17 09:02:00.000,2023-03-14 11:22:00.000,2023-03-16 11:54:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,2,4,0,62368,39,32,1,2023-03-21 00:00:00.000,1,60727,,,0,2023-03-13 00:00:00.000,,5,,0,0,94an2   ,        ,,3,1,283,G_K-VISION 76 76106 / 76201,1,2,,890,920,0,0,,,,Balta / Balta (Juoda tarpine),
365647,0,2023-03-17 09:02:00.000,2023-03-14 11:22:00.000,2023-03-16 11:54:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,0,62368,39,32,1,2023-03-21 00:00:00.000,1,60727,,,0,2023-03-13 00:00:00.000,,5,,0,0,9xazvc  ,        ,,3,2,283,G_K-VISION 76 76106 / 76201,2,1,,1090,1600,0,0,,,,Balta / Balta (Juoda tarpine),
365648,0,2023-03-15 15:14:00.000,2023-03-14 12:32:00.000,2023-03-15 10:48:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,1,62361,39,32,1,2023-03-15 00:00:00.000,1,60756,,,0,2023-03-13 00:00:00.000,,5,,0,0,25gba4  ,c2vma   ,,3,0,283,G_K-VISION 76 76106 / 76201,0,1,,890,1195,786,1091,,,,,
365649,0,2023-03-15 15:14:00.000,2023-03-14 12:32:00.000,2023-03-15 10:43:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,2,4,1,62361,39,32,1,2023-03-15 00:00:00.000,1,60756,,,0,2023-03-13 00:00:00.000,,5,,0,0,1y3obo  ,852hq2  ,,3,0,325,45_90___76106 / 76201,0,2,,800,700,696,596,,,,,
365650,0,2023-03-15 15:14:00.000,2023-03-14 12:32:00.000,2023-03-15 10:45:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,3,4,1,62361,39,32,1,2023-03-15 00:00:00.000,1,60756,,,0,2023-03-13 00:00:00.000,,5,,0,0,56o94   ,6uk9lo  ,,3,0,325,45_90___76106 / 76201,0,3,,800,700,696,596,,,,,
365651,0,2023-03-15 15:14:00.000,2023-03-14 12:32:00.000,2023-03-15 10:48:00.000,0,,25,0,0,Toelevering Online B.V,0,,1,1,4,0,62361,39,21,1,2023-03-15 00:00:00.000,1,60756,,,0,2023-03-13 00:00:00.000,,5,,0,0,25gba4  ,        ,,3,1,283,G_K-VISION 76 76106 / 76201,1,1,,890,1195,0,0,,,,Balta-vid /(WX) 02.20.91.000001-116801,
365652,0,2023-03-15 15:14:00.000,2023-03-14 12:32:00.000,2023-03-15 10:43:00.000,0,,25,0,0,Toelevering Online B.V,0,,1,2,4,0,62361,39,21,1,2023-03-15 00:00:00.000,1,60756,,,0,2023-03-13 00:00:00.000,,5,,0,0,1y3obo  ,        ,,3,2,325,45_90___76106 / 76201,2,2,,800,700,0,0,,,,Balta-vid /(WX) 02.20.91.000001-116801,
365653,0,2023-03-15 15:14:00.000,2023-03-14 12:32:00.000,2023-03-15 10:45:00.000,0,,25,0,0,Toelevering Online B.V,0,,1,3,4,0,62361,39,21,1,2023-03-15 00:00:00.000,1,60756,,,0,2023-03-13 00:00:00.000,,5,,0,0,56o94   ,        ,,3,2,325,45_90___76106 / 76201,2,3,,800,700,0,0,,,,Balta-vid /(WX) 02.20.91.000001-116801,
365654,0,2023-03-17 15:17:00.000,2023-03-14 14:38:00.000,2023-03-16 09:35:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,1,62366,39,32,1,2023-03-16 00:00:00.000,1,60785,,,0,2023-03-13 00:00:00.000,,5,,0,0,2l43jg  ,3fiwtx  ,,3,0,289,G_K-VISION 76 CLASSIC 76302/76201,0,1,,2970,660,585,550,,,,,
365655,0,2023-03-17 15:17:00.000,2023-03-14 14:38:00.000,2023-03-16 09:35:00.000,0,,25,0,0,Toelevering Online B.V,2,,1,1,4,0,62366,39,21,1,2023-03-16 00:00:00.000,1,60785,,,0,2023-03-13 00:00:00.000,,5,,0,0,2l43jg  ,        ,,3,2,289,G_K-VISION 76 CLASSIC 76302/76201,2,1,,2970,660,0,0,,,,Balta / Balta (Juoda tarpine),
365656,0,2023-03-28 16:01:00.000,2023-03-14 14:40:00.000,2023-03-23 07:54:00.000,0,,25,0,14939,Toelevering Online B.V,3,,1,1,4,1,62267,39,32,1,2023-03-24 00:00:00.000,1,60579,,,0,2023-03-13 00:00:00.000,,5,,0,0,qrem9   ,2gpc50  ,,3,0,315,G_K-V CLASIC 76302/76204/DTS i vidu(vaizdas is vid,0,1,,1055,2255,945,2160,,,,,
365657,0,2023-03-28 16:01:00.000,2023-03-14 14:40:00.000,2023-03-23 07:54:00.000,0,,25,0,0,Toelevering Online B.V,0,,1,1,4,0,62267,39,32,1,2023-03-24 00:00:00.000,1,60579,,,0,2023-03-13 00:00:00.000,,5,,0,0,qrem9   ,        ,,3,7,315,G_K-V CLASIC 76302/76204/DTS i vidu(vaizdas is vid,7,1,,1055,2255,0,0,,,,Balta / Balta (Juoda tarpine),
365658,0,2023-03-17 15:18:00.000,2023-03-14 14:45:00.000,2023-03-16 07:12:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,0,62363,39,32,1,2023-03-16 00:00:00.000,1,60735,,,0,2023-03-13 00:00:00.000,,5,,0,0,2wllve  ,        ,,3,0,289,G_K-VISION 76 CLASSIC 76302/76201,1,1,,1000,1000,0,0,,,,Balta / Balta (Juoda tarpine),
365659,0,2023-03-17 15:18:00.000,2023-03-14 14:45:00.000,2023-03-16 07:12:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,4,0,62363,39,32,2,2023-03-16 00:00:00.000,1,60735,,,0,2023-03-13 00:00:00.000,,5,,0,0,2wllve  ,        ,,3,0,289,G_K-VISION 76 CLASSIC 76302/76201,1,1,,1000,1000,0,0,,,,Balta / Balta (Juoda tarpine),
365660,0,2023-03-20 13:35:00.000,2023-03-14 14:48:00.000,2023-03-16 13:43:00.000,0,,25,0,0,Toelevering Online B.V,1,,1,1,3,1,62367,32,4,1,2023-03-21 00:00:00.000,1,60798,,,0,2023-03-13 00:00:00.000,,5,,0,0,108tkc  ,9lf507  ,,3,0,289,G_K-VISION 76 CLASSIC 76302/76201,0,1,,1050,2975,940,708,,,,,
365661,0,2023-03-20 13:35:00.000,2023-03-14 14:48:00.000,2023-03-16 13:43:00.000,0,,25,0,14938,Toelevering Online B.V,1,,1,1,1,0,62367,39,32,1,2023-03-21 00:00:00.000,1,60798,,,0,2023-03-13 00:00:00.000,,5,,0,0,108tkc  ,        ,,3,1,289,G_K-VISION 76 CLASSIC 76302/76201,1,1,,1050,2975,0,0,,,,Balta / Balta (Juoda tarpine),
